onset	duration	trial_type	response_time	accuracy_binarized	tr_seconds	stimulus_text	stimulus_color
2.0	2.25	inc4	1.014324903488159	1.0	0.8	blue	green
4.25	4.5	con2	0.6190412044525146	1.0	0.8	green	green
8.75	8.25	inc5	0.8476371765136719	1.0	0.8	red	blue
17.0	8.25	con1	0.611840009689331	1.0	0.8	red	red
25.25	8.25	inc1	0.6027050018310547	1.0	0.8	green	red
33.5	2.25	con2	0.6945860385894775	1.0	0.8	green	green
35.75	2.25	inc1	0.6766891479492188	0.0	0.8	green	red
38.0	8.25	con1	0.5277571678161621	1.0	0.8	red	red
46.25	8.25	con2	0.7366979122161865	1.0	0.8	green	green
54.5	2.25	con3	0.5035920143127441	1.0	0.8	blue	blue
56.75	4.5	con1	0.6706159114837646	1.0	0.8	red	red
61.25	2.25	con1	0.5501759052276611	1.0	0.8	red	red
63.5	8.25	con3	0.8016929626464844	1.0	0.8	blue	blue
71.75	2.25	con2	0.7394330501556396	1.0	0.8	green	green
74.0	2.25	inc4	0.6900191307067871	1.0	0.8	blue	green
76.25	2.25	con1	0.6227250099182129	1.0	0.8	red	red
78.5	4.5	con3	0.6898438930511475	1.0	0.8	blue	blue
83.0	4.5	con2	0.9035000801086426	1.0	0.8	green	green
87.5	8.25	inc6	0.7385358810424805	0.0	0.8	green	blue
95.75	8.25	con1	0.5538299083709717	1.0	0.8	red	red
104.0	4.5	con3	0.603585958480835	1.0	0.8	blue	blue
108.5	4.5	con2	0.7699851989746094	1.0	0.8	green	green
113.0	8.25	inc6	1.120794057846069	1.0	0.8	green	blue
121.25	8.25	con2	0.818760871887207	1.0	0.8	green	green
129.5	2.25	inc1	0.8356649875640869	1.0	0.8	green	red
131.75	8.25	con2	0.651482105255127	1.0	0.8	green	green
140.0	2.25	inc4	0.8867690563201904	1.0	0.8	blue	green
142.25	2.25	con3	0.6845688819885254	1.0	0.8	blue	blue
144.5	8.25	inc2	0.8834569454193115	1.0	0.8	blue	red
152.75	8.25	con1	0.686621904373169	1.0	0.8	red	red
161.0	2.25	con3	0.8318650722503662	1.0	0.8	blue	blue
163.25	8.25	con3	0.7041959762573242	1.0	0.8	blue	blue
171.5	4.5	inc6	1.047006845474243	1.0	0.8	green	blue
176.0	8.25	con3	0.7800168991088867	1.0	0.8	blue	blue
184.25	8.25	inc2	0.779045820236206	1.0	0.8	blue	red
192.5	2.25	con1	0.6616129875183105	1.0	0.8	red	red
194.75	2.25	con1	0.6603078842163086	1.0	0.8	red	red
197.0	8.25	con3	0.7274670600891113	1.0	0.8	blue	blue
205.25	2.25	con2	0.6776740550994873	1.0	0.8	green	green
207.5	8.25	con2	0.6099231243133545	1.0	0.8	green	green
215.75	2.25	inc3	0.9598262310028076	1.0	0.8	red	green
218.0	2.25	con2	0.6338400840759277	1.0	0.8	green	green
220.25	8.25	con3	0.6928870677947998	1.0	0.8	blue	blue
228.5	2.25	con1	0.5859599113464355	1.0	0.8	red	red
230.75	8.25	con3	0.6867020130157471	1.0	0.8	blue	blue
239.0	4.5	con3	0.7244420051574707	1.0	0.8	blue	blue
243.5	8.25	inc2	0.889733076095581	1.0	0.8	blue	red
251.75	2.25	con2	0.7056021690368652	1.0	0.8	green	green
254.0	4.5	inc5	0.8230597972869873	1.0	0.8	red	blue
258.5	2.25	con1	0.6716208457946777	1.0	0.8	red	red
260.75	2.25	con3	0.8558371067047119	1.0	0.8	blue	blue
263.0	2.25	con3	0.571505069732666	1.0	0.8	blue	blue
265.25	4.5	inc3	0.7853460311889648	1.0	0.8	red	green
269.75	4.5	con2	0.7379121780395508	1.0	0.8	green	green
274.25	8.25	inc1	0.9060208797454834	1.0	0.8	green 	red
282.5	4.5	inc4	0.820410966873169	1.0	0.8	blue	green
287.0	2.25	con1	0.7170388698577881	1.0	0.8	red	red
289.25	2.25	con2	0.6869101524353027	1.0	0.8	green	green
291.5	2.25	inc3	0.719531774520874	1.0	0.8	red	green
293.75	4.5	inc3	0.7036199569702148	1.0	0.8	red	green
298.25	8.25	con1	0.6702249050140381	1.0	0.8	red	red
306.5	4.5	inc5	0.6526870727539062	1.0	0.8	red	blue
311.0	8.25	con1	0.7340099811553955	1.0	0.8	red	red
319.25	8.25	con1	0.6195659637451172	1.0	0.8	red	red
327.5	4.5	con2	0.6525259017944336	1.0	0.8	green	green
332.0	4.5	inc5	0.7863991260528564	1.0	0.8	red	blue
336.5	4.5	con1	0.6312098503112793	1.0	0.8	red	red
341.0	4.5	con1	0.6294980049133301	1.0	0.8	red	red
345.5	4.5	con3	0.77781081199646	1.0	0.8	blue	blue
350.0	4.5	inc6	0.9306240081787108	1.0	0.8	green	blue
354.5	4.5	con3	0.7023200988769531	1.0	0.8	blue	blue
359.0	8.25	inc2	0.6786129474639893	1.0	0.8	blue	red
367.25	4.5	con2	0.7033870220184326	1.0	0.8	green	green
371.75	4.5	con3	0.7106461524963379	1.0	0.8	blue	blue
376.25	4.5	con1	0.6199209690093994	1.0	0.8	red	red
380.75	4.5	con2	0.6866979598999023	1.0	0.8	green	green
385.25	4.5	con3	0.7030951976776123	1.0	0.8	blue	blue
389.75	8.25	con2	0.6695640087127686	1.0	0.8	green	green
