onset	duration	trial_type	response_time	accuracy_binarized	tr_seconds	stimulus_text	stimulus_color
2.0	2.25	inc4	1.655225992202759	0.0	0.8	blue	green
4.25	4.5	con2	0.924989938735962	1.0	0.8	green	green
8.75	8.25	inc5	1.169633150100708	1.0	0.8	red	blue
17.0	8.25	con1	0.6773440837860107	1.0	0.8	red	red
25.25	8.25	inc1	1.135255098342896	1.0	0.8	green	red
33.5	2.25	con2	1.235576868057251	1.0	0.8	green	green
35.75	2.25	inc1	0.912290096282959	1.0	0.8	green	red
38.0	8.25	con1	0.6947159767150879	1.0	0.8	red	red
46.25	8.25	con2	0.9379019737243652	1.0	0.8	green	green
54.5	2.25	con3	0.8199069499969482	1.0	0.8	blue	blue
56.75	4.5	con1	0.8132030963897705	1.0	0.8	red	red
61.25	2.25	con1	0.5595240592956543	1.0	0.8	red	red
63.5	8.25	con3	0.6016080379486084	1.0	0.8	blue	blue
71.75	2.25	con2	n/a	0.0	0.8	green	green
74.0	2.25	inc4	1.602831125259399	1.0	0.8	blue	green
76.25	2.25	con1	0.569821834564209	1.0	0.8	red	red
78.5	4.5	con3	0.6447329521179199	0.0	0.8	blue	blue
83.0	4.5	con2	0.9056930541992188	1.0	0.8	green	green
87.5	8.25	inc6	1.121128082275391	1.0	0.8	green	blue
95.75	8.25	con1	0.785067081451416	1.0	0.8	red	red
104.0	4.5	con3	0.9746429920196532	1.0	0.8	blue	blue
108.5	4.5	con2	0.9543411731719972	1.0	0.8	green	green
113.0	8.25	inc6	1.051674842834473	1.0	0.8	green	blue
121.25	8.25	con2	0.9251468181610109	1.0	0.8	green	green
129.5	2.25	inc1	1.13844895362854	1.0	0.8	green	red
131.75	8.25	con2	0.9678761959075928	1.0	0.8	green	green
140.0	2.25	inc4	1.043401956558228	1.0	0.8	blue	green
142.25	2.25	con3	1.026481866836548	1.0	0.8	blue	blue
144.5	8.25	inc2	0.9562809467315674	1.0	0.8	blue	red
152.75	8.25	con1	0.8854529857635498	1.0	0.8	red	red
161.0	2.25	con3	1.011044979095459	1.0	0.8	blue	blue
163.25	8.25	con3	0.6770079135894775	1.0	0.8	blue	blue
171.5	4.5	inc6	1.27079701423645	1.0	0.8	green	blue
176.0	8.25	con3	0.9184439182281494	1.0	0.8	blue	blue
184.25	8.25	inc2	0.8759670257568359	1.0	0.8	blue	red
192.5	2.25	con1	0.6870458126068115	1.0	0.8	red	red
194.75	2.25	con1	0.6018640995025635	1.0	0.8	red	red
197.0	8.25	con3	0.8003451824188232	1.0	0.8	blue	blue
205.25	2.25	con2	0.8764691352844238	1.0	0.8	green	green
207.5	8.25	con2	1.990497827529907	1.0	0.8	green	green
215.75	2.25	inc3	1.768962860107422	1.0	0.8	red	green
218.0	2.25	con2	0.6692409515380859	1.0	0.8	green	green
220.25	8.25	con3	0.7522919178009033	1.0	0.8	blue	blue
228.5	2.25	con1	0.8747451305389404	1.0	0.8	red	red
230.75	8.25	con3	1.004579067230225	1.0	0.8	blue	blue
239.0	4.5	con3	0.9361610412597656	1.0	0.8	blue	blue
243.5	8.25	inc2	n/a	0.0	0.8	blue	red
251.75	2.25	con2	1.217514038085938	1.0	0.8	green	green
254.0	4.5	inc5	0.904576063156128	1.0	0.8	red	blue
258.5	2.25	con1	0.7680211067199707	1.0	0.8	red	red
260.75	2.25	con3	0.7018229961395264	1.0	0.8	blue	blue
263.0	2.25	con3	0.6521329879760742	1.0	0.8	blue	blue
265.25	4.5	inc3	1.494241952896118	1.0	0.8	red	green
269.75	4.5	con2	0.7086880207061768	1.0	0.8	green	green
274.25	8.25	inc1	0.8211460113525391	1.0	0.8	green 	red
282.5	4.5	inc4	n/a	0.0	0.8	blue	green
287.0	2.25	con1	0.8443739414215088	1.0	0.8	red	red
289.25	2.25	con2	0.8260529041290283	1.0	0.8	green	green
291.5	2.25	inc3	0.974524974822998	1.0	0.8	red	green
293.75	4.5	inc3	0.7690110206604004	1.0	0.8	red	green
298.25	8.25	con1	0.902306079864502	1.0	0.8	red	red
306.5	4.5	inc5	1.094588994979858	1.0	0.8	red	blue
311.0	8.25	con1	1.308002948760986	1.0	0.8	red	red
319.25	8.25	con1	0.7529120445251465	1.0	0.8	red	red
327.5	4.5	con2	0.912106990814209	1.0	0.8	green	green
332.0	4.5	inc5	n/a	0.0	0.8	red	blue
336.5	4.5	con1	1.471258878707886	1.0	0.8	red	red
341.0	4.5	con1	0.6176760196685791	1.0	0.8	red	red
345.5	4.5	con3	1.003338098526001	1.0	0.8	blue	blue
350.0	4.5	inc6	1.226729154586792	1.0	0.8	green	blue
354.5	4.5	con3	0.969446897506714	1.0	0.8	blue	blue
359.0	8.25	inc2	1.351181983947754	1.0	0.8	blue	red
367.25	4.5	con2	0.935032844543457	1.0	0.8	green	green
371.75	4.5	con3	0.8265500068664551	1.0	0.8	blue	blue
376.25	4.5	con1	0.9341511726379396	1.0	0.8	red	red
380.75	4.5	con2	1.052218914031982	1.0	0.8	green	green
385.25	4.5	con3	0.6525728702545166	1.0	0.8	blue	blue
389.75	8.25	con2	0.7454440593719482	0.0	0.8	green	green
